english,singular,plural,article,noun,x,y,possessive,croatian
Torch,Die Fackel,Die Fackeln,Die,Fackel,fackel,1,Meine Fackel,Moja baklja
Ink,Die Tinte,(usually uncountable),Die,Tinte,tinte,1,Meine Tinte,Moja tinta
Plot,Die Handlung,Die Handlungen,Die,Handlung,handlung,1,Meine Handlung,Moja radnja
Rent,Die Miete,Die Mieten,Die,Miete,miete,1,Meine Miete,Moja stanarina
Mule,Die Maultier,Die Maultiere,Die,Maultier,maultier,1,Meine Maultier,Moja mazga
Arch,Der Bogen,Die Bögen,Der,Bogen,bogen,0,Mein Bogen,Moj luk
Environment,Die Umwelt,Die Umwelten,Die,Umwelt,umwelt,1,Meine Umwelt,Moje okruženje
Frown,Die Stirnrunzeln,(plural noun),Die,Stirnrunzeln,stirnrunzeln,1,Meine Stirnrunzeln,Moje mrštenje
Inspector,Der Inspektor,Die Inspektoren,Der,Inspektor,inspektor,0,Mein Inspektor,Moj inspektor
Midst,Die Mitte,Die Mitte,Die,Mitte,mitte,1,Meine Mitte,Moj centar
Embarrassment,Die Peinlichkeit,Die Peinlichkeiten,Die,Peinlichkeit,peinlichkeit,1,Meine Peinlichkeit,Moja sramota
Complaint,Die Beschwerde,Die Beschwerden,Die,Beschwerde,beschwerde,1,Meine Beschwerde,Moja žalba
Portion,Die Portion,Die Portionen,Die,Portion,portion,1,Meine Portion,Moj dio
Chuck,Die Wegwerfen,(usually uncountable),Die,Wegwerfen,wegwerfen,1,Meine Wegwerfen,Moje odbacivanje
Clearing,Die Lichtung,Die Lichtungen,Die,Lichtung,lichtung,1,Meine Lichtung,Moje čišćenje
Crisis,Die Krise,Die Krisen,Die,Krise,krise,1,Meine Krise,Moja kriza
Necklace,Die Halskette,Die Halsketten,Die,Halskette,halskette,1,Meine Halskette,Moja ogrlica
Lantern,Die Laterne,Die Laternen,Die,Laterne,laterne,1,Meine Laterne,Moja svjetiljka
Wealth,Der Reichtum,(usually uncountable),Der,Reichtum,reichtum,0,Mein Reichtum,Moje bogatstvo
Murderer,Der Mörder,Die Mörder,Der,Mörder,mörder,0,Mein Mörder,Moj ubojica
Civilization,Die Zivilisation,Die Zivilisationen,Die,Zivilisation,zivilisation,1,Meine Zivilisation,Moja civilizacija
Concept,Das Konzept,Die Konzepte,Das,Konzept,konzept,2,Mein Konzept,Moj koncept
Lamb,Das Lamm,Die Lämmer,Das,Lamm,lamm,2,Mein Lamm,Moje janje
Stride,Die Schritt,Die Schritte,Die,Schritt,schritt,1,Meine Schritt,Moj korak
Cuff,Das Manschette,Die Manschetten,Das,Manschette,manschette,2,Mein Manschette,Moja manžetna
Virgin,Die Jungfrau,Die Jungfrauen,Die,Jungfrau,jungfrau,1,Meine Jungfrau,Moja Djevica
Squirrel,Das Eichhörnchen,Die Eichhörnchen,Das,Eichhörnchen,eichhörnchen,2,Mein Eichhörnchen,Moja vjeverica
Babe,Das Baby,Die Babys,Das,Baby,baby,2,Mein Baby,Dušo moja
Starling,Der Star,Die Stare,Der,Star,star,0,Mein Star,Moja zvijezda
Depression,Die Depression,Die Depressionen,Die,Depression,depression,1,Meine Depression,Moja depresija
Storage,Die Lagerung,Die Lagerungen,Die,Lagerung,lagerung,1,Meine Lagerung,Moja pohrana
Altar,Der Altar,Die Altäre,Der,Altar,altar,0,Mein Altar,Moj oltar
Tragedy,Die Tragödie,Die Tragödien,Die,Tragödie,tragödie,1,Meine Tragödie,Moja tragedija
Resource,Die Ressource,Die Ressourcen,Die,Ressource,ressource,1,Meine Ressource,Moj resurs
Traveler,Der Reisende,Die Reisenden,Der,Reisende,reisende,0,Mein Reisende,Moj putnik
Trust,Das Vertrauen,(usually uncountable),Das,Vertrauen,vertrauen,2,Mein Vertrauen,Moje povjerenje
Arc,Der Bogen,Die Bögen,Der,Bogen,bogen,0,Mein Bogen,Moj luk
Kingdom,Das Königreich,Die Königreiche,Das,Königreich,königreich,2,Mein Königreich,Moje Kraljevstvo
Jewel,Das Juwel,Die Juwelen,Das,Juwel,juwel,2,Mein Juwel,Moj dragulj
Musician,Der Musiker,Die Musiker,Der,Musiker,musiker,0,Mein Musiker,Moj glazbenik
Airplane,Das Flugzeug,Die Flugzeuge,Das,Flugzeug,flugzeug,2,Mein Flugzeug,Moj avion
Junk,Der Müll,(usually uncountable),Der,Müll,müll,0,Mein Müll,Moje smeće
Sunshine,Der Sonnenschein,(usually uncountable),Der,Sonnenschein,sonnenschein,0,Mein Sonnenschein,Moje sunce
Lad,Der Junge,Die Jungen,Der,Junge,junge,0,Mein Junge,Moj dječače
Elf,Der Elf,Die Elfen,Der,Elf,elf,0,Mein Elf,Moj vilenjak
Protest,Der Protest,Die Proteste,Der,Protest,protest,0,Mein Protest,Moj prosvjed
Hunt,Die Jagd,Die Jagden,Die,Jagd,jagd,1,Meine Jagd,Moj lov
Executive,Der Geschäftsführer,Die Geschäftsführer,Der,Geschäftsführer,geschäftsführer,0,Mein Geschäftsführer,Moj generalni direktor
Diary,Das Tagebuch,Die Tagebücher,Das,Tagebuch,tagebuch,2,Mein Tagebuch,Moj dnevnik
Aspect,Der Aspekt,Die Aspekte,Der,Aspekt,aspekt,0,Mein Aspekt,Moj aspekt
Dial,Das Zifferblatt,Die Zifferblätter,Das,Zifferblatt,zifferblatt,2,Mein Zifferblatt,Moj brojčanik sata
Slipper,Der Pantoffel,Die Pantoffel,Der,Pantoffel,pantoffel,0,Mein Pantoffel,Moja papuča
Actress,Die Schauspielerin,Die Schauspielerinnen,Die,Schauspielerin,schauspielerin,1,Meine Schauspielerin,Moja glumica
Shooting,Das Schießen,(usually uncountable),Das,Schießen,schießen,2,Mein Schießen,Moje pucanje
Earring,Der Ohrring,Die Ohrringe,Der,Ohrring,ohrring,0,Mein Ohrring,Moja naušnica
Ant,Die Ameise,Die Ameisen,Die,Ameise,ameise,1,Meine Ameise,Moj mrav
Patty,Das Brötchen,Die Brötchen,Das,Brötchen,brötchen,2,Mein Brötchen,Moja peciva
Sauce,Die Sauce,Die Saucen,Die,Sauce,sauce,1,Meine Sauce,Moj umak
Missile,Die Rakete,Die Raketen,Die,Rakete,rakete,1,Meine Rakete,Moja raketa
Intensity,Die Intensität,(usually uncountable),Die,Intensität,intensität,1,Meine Intensität,Moj intenzitet
Ditch,Der Graben,Die Gräben,Der,Graben,graben,0,Mein Graben,Moje kopanje
Daisy,Das Gänseblümchen,Die Gänseblümchen,Das,Gänseblümchen,gänseblümchen,2,Mein Gänseblümchen,Moja tratinčica
Chapel,Die Kapelle,Die Kapellen,Die,Kapelle,kapelle,1,Meine Kapelle,Moja kapela
Swamp,Das Sumpf,Die Sümpfe,Das,Sumpf,sumpf,2,Mein Sumpf,Moja močvara
Relation,Die Beziehung,Die Beziehungen,Die,Beziehung,beziehung,1,Meine Beziehung,Moja veza
Guess,Die Vermutung,Die Vermutungen,Die,Vermutung,vermutung,1,Meine Vermutung,Moja pretpostavka
Crane,Der Kran,Die Kräne,Der,Kran,kran,0,Mein Kran,Moja dizalica
Encounter,Das Aufeinandertreffen,Die Aufeinandertreffen,Das,Aufeinandertreffen,aufeinandertreffen,2,Mein Aufeinandertreffen,Moj susret
Sequence,Die Abfolge,Die Abfolgen,Die,Abfolge,abfolge,1,Meine Abfolge,Moj slijed
Fragment,Das Fragment,Die Fragmente,Das,Fragment,fragment,2,Mein Fragment,Moj fragment
Draft,Die Ausarbeitung,Die Ausarbeitungen,Die,Ausarbeitung,ausarbeitung,1,Meine Ausarbeitung,Moja razrada
Diner,Das Speiselokal,Die Speiselokale,Das,Speiselokal,speiselokal,2,Mein Speiselokal,Moj restoran
Function,Die Funktion,Die Funktionen,Die,Funktion,funktion,1,Meine Funktion,Moja funkcija
Organization,Die Organisation,Die Organisationen,Die,Organisation,organisation,1,Meine Organisation,Moja tvrtka ili ustanova
Skeleton,Das Skelett,Die Skelette,Das,Skelett,skelett,2,Mein Skelett,Moj kostur
Misery,Das Elend,(usually uncountable),Das,Elend,elend,2,Mein Elend,Moja bijeda
Herb,Das Kraut,Die Kräuter,Das,Kraut,kraut,2,Mein Kraut,Moja biljka
Stump,Der Stumpf,Die Stümpfe,Der,Stumpf,stumpf,0,Mein Stumpf,Moj panj
Stake,Der Einsatz,Die Einsätze,Der,Einsatz,einsatz,0,Mein Einsatz,Moja misija
Puff,Das Puff,Die Puffs,Das,Puff,puff,2,Mein Puff,Moj pouf
Creation,Die Schaffung,Die Schaffungen,Die,Schaffung,schaffung,1,Meine Schaffung,Moja kreacija
Wake,Das Erwachen,Die Erwachen,Das,Erwachen,erwachen,2,Mein Erwachen,Moje buđenje
Wizard,Der Zauberer,Die Zauberer,Der,Zauberer,zauberer,0,Mein Zauberer,Moj mađioničar
Mat,Das Matte,Die Matten,Das,Matte,matte,2,Mein Matte,Moja prostirka
Seal,Die Dichtung,Die Dichtungen,Die,Dichtung,dichtung,1,Meine Dichtung,Moja poezija
Twilight,Die Dämmerung,(usually uncountable),Die,Dämmerung,dämmerung,1,Meine Dämmerung,Moja zora
Grunt,Das Grunzen,Die Grunzen,Das,Grunzen,grunzen,2,Mein Grunzen,Moje gunđanje
Punishment,Die Bestrafung,Die Bestrafungen,Die,Bestrafung,bestrafung,1,Meine Bestrafung,Moja kazna
Clan,Der Clan,Die Clans,Der,Clan,clan,0,Mein Clan,Moj klan
Copper,Das Kupfer,(usually uncountable),Das,Kupfer,kupfer,2,Mein Kupfer,Moj bakar
Debris,Der Schutt,(no plural form),Der,Schutt,schutt,0,Mein Schutt,Moje ruševine
Painter,Der Maler,Die Maler,Der,Maler,maler,0,Mein Maler,Moj slikar
Steering,Die Lenkung,Die Lenkungen,Die,Lenkung,lenkung,1,Meine Lenkung,Moje upravljanje
Math,Die Mathematik,(usually uncountable),Die,Mathematik,mathematik,1,Meine Mathematik,Moja matematika
Recognition,Die Anerkennung,(usually uncountable),Die,Anerkennung,anerkennung,1,Meine Anerkennung,Moja zahvalnost
Temper,Der Gemüt,(usually uncountable),Der,Gemüt,gemüt,0,Mein Gemüt,Moj um
Regret,Das Bedauern,(usually uncountable),Das,Bedauern,bedauern,2,Mein Bedauern,Žao mi je
Destination,Das Ziel,Die Ziele,Das,Ziel,ziel,2,Mein Ziel,Moj cilj
Mill,Die Mühle,Die Mühlen,Die,Mühle,mühle,1,Meine Mühle,Moj mlin
Error,Der Fehler,Die Fehler,Der,Fehler,fehler,0,Mein Fehler,Mea culpa
Romance,Die Romanze,Die Romanzen,Die,Romanze,romanze,1,Meine Romanze,Moja romansa
Topic,Das Thema,Die Themen,Das,Thema,thema,2,Mein Thema,Moja tema
Patio,Die Terrasse,Die Terrassen,Die,Terrasse,terrasse,1,Meine Terrasse,Moja terasa
Shovel,Die Schaufel,Die Schaufeln,Die,Schaufel,schaufel,1,Meine Schaufel,Moja lopata
Pajamas,Der Schlafanzug,Die Schlafanzüge,Der,Schlafanzug,schlafanzug,0,Mein Schlafanzug,Moja pidžama
EMail,Die E-Mail,Die E-Mails,Die,E-Mail,e-mail,1,Meine E-Mail,Moja e-pošta
Pigeon,Die Taube,Die Tauben,Die,Taube,taube,1,Meine Taube,Moja golubica
Dinosaur,Der Dinosaurier,Die Dinosaurier,Der,Dinosaurier,dinosaurier,0,Mein Dinosaurier,Moj dinosaur
Industry,Die Industrie,Die Industrien,Die,Industrie,industrie,1,Meine Industrie,Moja industrija
Operator,Der Operator,Die Operatoren,Der,Operator,operator,0,Mein Operator,Moj operater
Lift,Der Aufzug,Die Aufzüge,Der,Aufzug,aufzug,0,Mein Aufzug,Moje dizalo
Counselor,Der Berater,Die Berater,Der,Berater,berater,0,Mein Berater,Moj savjetnik
Gathering,Das Treffen,Die Treffen,Das,Treffen,treffen,2,Mein Treffen,Moj sastanak
Principle,Das Prinzip,Die Prinzipien,Das,Prinzip,prinzip,2,Mein Prinzip,Moje načelo
Drama,Das Drama,Die Dramen,Das,Drama,drama,2,Mein Drama,Moja drama
Chick,Das Küken,Die Küken,Das,Küken,küken,2,Mein Küken,Moja cura
Chart,Das Diagramm,Die Diagramme,Das,Diagramm,diagramm,2,Mein Diagramm,Moj dijagram
Campaign,Die Kampagne,Die Kampagnen,Die,Kampagne,kampagne,1,Meine Kampagne,Moja kampanja
Laurel,Der Lorbeer,Die Lorbeeren,Der,Lorbeer,lorbeer,0,Mein Lorbeer,Moj lovor
Steak,Das Steak,Die Steaks,Das,Steak,steak,2,Mein Steak,Moj odrezak
Criminal,Der Verbrecher,Die Verbrecher,Der,Verbrecher,verbrecher,0,Mein Verbrecher,Moj zločinac
Globe,Der Globus,Die Globen,Der,Globus,globus,0,Mein Globus,Moj globus
Bruise,Der Bluterguss,Die Blutergüsse,Der,Bluterguss,bluterguss,0,Mein Bluterguss,Moja modrica
Knob,Der Knopf,Die Knöpfe,Der,Knopf,knopf,0,Mein Knopf,Moj gumb
Killing,Der Mord,Die Morde,Der,Mord,mord,0,Mein Mord,Moje ubojstvo
Sweetheart,Die Liebste,Die Liebsten,Die,Liebste,liebste,1,Meine Liebste,Moja najdraža
Opera,Die Oper,Die Opern,Die,Oper,oper,1,Meine Oper,Moja opera
Frost,Der Frost,(no plural form),Der,Frost,frost,0,Mein Frost,Moj mraz
Nipple,Die Brustwarze,Die Brustwarzen,Die,Brustwarze,brustwarze,1,Meine Brustwarze,Moja bradavica
Reverend,Der Pfarrer,Die Pfarrer,Der,Pfarrer,pfarrer,0,Mein Pfarrer,Moj pastor
Haze,Der Dunst,(usually uncountable),Der,Dunst,dunst,0,Mein Dunst,Moja izmaglica
Flood,Die Überschwemmung,Die Überschwemmungen,Die,Überschwemmung,überschwemmung,1,Meine Überschwemmung,Moja poplava
Carol,Das Lied,Die Lieder,Das,Lied,lied,2,Mein Lied,Moja pjesma
Weakness,Die Schwäche,Die Schwächen,Die,Schwäche,schwäche,1,Meine Schwäche,Moja slabost
Cooking,Das Kochen,(usually uncountable),Das,Kochen,kochen,2,Mein Kochen,Moje kuhanje
Butcher,Der Metzger,Die Metzger,Der,Metzger,metzger,0,Mein Metzger,Moj mesar
Cube,Der Würfel,Die Würfel,Der,Würfel,würfel,0,Mein Würfel,Moja kocka
Cellar,Der Keller,Die Keller,Der,Keller,keller,0,Mein Keller,Moj podrum
Hollow,Die Hohlheit,Die Hohlheiten,Die,Hohlheit,hohlheit,1,Meine Hohlheit,Moja šupljina
Bump,Der Stoß,Die Stöße,Der,Stoß,stoß,0,Mein Stoß,Moj potisak
Halt,Der Halt,Die Halte,Der,Halt,halt,0,Mein Halt,Moje držanje
Hay,Das Heu,(usually uncountable),Das,Heu,heu,2,Mein Heu,Moje sijeno
Bark,Die Rinde,Die Rinden,Die,Rinde,rinde,1,Meine Rinde,Moj lavež
Survival,Das Überleben,(usually uncountable),Das,Überleben,überleben,2,Mein Überleben,Moj opstanak
Bunk,Die Koje,Die Kojen,Die,Koje,koje,1,Meine Koje,Moj krevet
Bend,Die Kurve,Die Kurven,Die,Kurve,kurve,1,Meine Kurve,Moja krivulja
Approval,Die Zustimmung,Die Zustimmungen,Die,Zustimmung,zustimmung,1,Meine Zustimmung,Moj pristanak
Division,Die Division,Die Divisionen,Die,Division,division,1,Meine Division,Moj odjel
Cocktail,Der Cocktail,Die Cocktails,Der,Cocktail,cocktail,0,Mein Cocktail,Moj koktel
Contest,Der Wettkampf,Die Wettkämpfe,Der,Wettkampf,wettkampf,0,Mein Wettkampf,Moja konkurencija
Paradise,Das Paradies,Die Paradiese,Das,Paradies,paradies,2,Mein Paradies,Moj raj
Razor,Der Rasierer,Die Rasierer,Der,Rasierer,rasierer,0,Mein Rasierer,Moj brijač
Catch,Der Fang,Die Fänge,Der,Fang,fang,0,Mein Fang,Moj ulov
Blossom,Die Blüte,Die Blüten,Die,Blüte,blüte,1,Meine Blüte,Moj cvijet
Puddle,Die Pfütze,Die Pfützen,Die,Pfütze,pfütze,1,Meine Pfütze,Moja lokva
Electricity,Der Strom,(usually uncountable),Der,Strom,strom,0,Mein Strom,Moja struja
Onion,Die Zwiebel,Die Zwiebeln,Die,Zwiebel,zwiebel,1,Meine Zwiebel,Moj luk
Laser,Der Laser,Die Laser,Der,Laser,laser,0,Mein Laser,Moj laser
Cushion,Das Kissen,Die Kissen,Das,Kissen,kissen,2,Mein Kissen,Moj jastuk
Influence,Der Einfluss,Die Einflüsse,Der,Einfluss,einfluss,0,Mein Einfluss,Moj utjecaj
Jump,Der Sprung,Die Sprünge,Der,Sprung,sprung,0,Mein Sprung,Moj skok
Cement,Der Zement,(usually uncountable),Der,Zement,zement,0,Mein Zement,Moj cement
Amber,Das Bernstein,(usually uncountable),Das,Bernstein,bernstein,2,Mein Bernstein,Moj jantar
Goddess,Die Göttin,Die Göttinnen,Die,Göttin,göttin,1,Meine Göttin,Moja Božica
Shack,Die Hütte,Die Hütten,Die,Hütte,hütte,1,Meine Hütte,Moja koliba
Sales,Der Verkauf,(usually uncountable),Der,Verkauf,verkauf,0,Mein Verkauf,Moja prodaja
Drift,Der Treibende,Die Treibenden,Der,Treibende,treibende,0,Mein Treibende,Moja pokretačka snaga
Fighting,Der Kampf,Die Kämpfe,Der,Kampf,kampf,0,Mein Kampf,Mein Kampf
Braid,Der Zopf,Die Zöpfe,Der,Zopf,zopf,0,Mein Zopf,Moja pletenica
Theme,Das Thema,Die Themen,Das,Thema,thema,2,Mein Thema,Moja tema
Dignity,Die Würde,(usually uncountable),Die,Würde,würde,1,Meine Würde,Moje dostojanstvo
Lemon,Die Zitrone,Die Zitronen,Die,Zitrone,zitrone,1,Meine Zitrone,Moj limun
Clown,Der Clown,Die Clowns,Der,Clown,clown,0,Mein Clown,Moj klaun
Assault,Der Angriff,Die Angriffe,Der,Angriff,angriff,0,Mein Angriff,Moj napad
Goggle,Die Brille,Die Brillen,Die,Brille,brille,1,Meine Brille,Moje naočale
Destruction,Die Zerstörung,Die Zerstörungen,Die,Zerstörung,zerstörung,1,Meine Zerstörung,Moje uništenje
Exception,Die Ausnahme,Die Ausnahmen,Die,Ausnahme,ausnahme,1,Meine Ausnahme,Moja iznimka
Peach,Der Pfirsich,Die Pfirsiche,Der,Pfirsich,pfirsich,0,Mein Pfirsich,Moja breskva
Wash,Die Wäsche,(usually uncountable),Die,Wäsche,wäsche,1,Meine Wäsche,Moje rublje
Release,Die Freilassung,Die Freilassungen,Die,Freilassung,freilassung,1,Meine Freilassung,Moje izdanje
Spy,Der Spion,Die Spione,Der,Spion,spion,0,Mein Spion,Moj špijun
Tag,Der Tag,Die Tage,Der,Tag,tag,0,Mein Tag,Moj dan
Bra,Der BH,Die BHs,Der,BH,bh,0,Mein BH,Moj grudnjak
Debt,Die Schuld,Die Schulden,Die,Schuld,schuld,1,Meine Schuld,Moja greška
Terrace,Die Terrasse,Die Terrassen,Die,Terrasse,terrasse,1,Meine Terrasse,Moja terasa
Remains,Die Überreste,(plural noun),Die,Überreste,überreste,1,Meine Überreste,Moji posmrtni ostaci
Logic,Die Logik,(usually uncountable),Die,Logik,logik,1,Meine Logik,Moja logika
Joint,Das Gelenk,Die Gelenke,Das,Gelenk,gelenk,2,Mein Gelenk,Moj zglob
Pitcher,Der Krug,Die Krüge,Der,Krug,krug,0,Mein Krug,Moj vrč
Perspective,Die Perspektive,Die Perspektiven,Die,Perspektive,perspektive,1,Meine Perspektive,Moja perspektiva
Crop,Die Ernte,Die Ernten,Die,Ernte,ernte,1,Meine Ernte,Moja žetva
Graduate,Der Absolvent,Die Absolventen,Der,Absolvent,absolvent,0,Mein Absolvent,Moj diplomant
Chorus,Der Chor,Die Chöre,Der,Chor,chor,0,Mein Chor,Moj zbor
Survivor,Der Überlebende,Die Überlebenden,Der,Überlebende,überlebende,0,Mein Überlebende,Moj preživjeli
Payment,Die Zahlung,Die Zahlungen,Die,Zahlung,zahlung,1,Meine Zahlung,Moje plaćanje
Bet,Die Wette,Die Wetten,Die,Wette,wette,1,Meine Wette,Moja oklada
Revenge,Die Rache,(usually uncountable),Die,Rache,rache,1,Meine Rache,Moja osveta
Plaza,Der Platz,Die Plätze,Der,Platz,platz,0,Mein Platz,Moje mjesto
Elder,Der Ältere,Die Älteren,Der,Ältere,ältere,0,Mein Ältere,Moj starješina
Ginger,Der Ingwer,(usually uncountable),Der,Ingwer,ingwer,0,Mein Ingwer,Moj đumbir
Surgeon,Der Chirurg,Die Chirurgen,Der,Chirurg,chirurg,0,Mein Chirurg,Moj kirurg
Dash,Der Strich,Die Striche,Der,Strich,strich,0,Mein Strich,Moj moždani udar
Sandal,Die Sandale,Die Sandalen,Die,Sandale,sandale,1,Meine Sandale,Moja sandala
Hatred,Der Hass,(usually uncountable),Der,Hass,hass,0,Mein Hass,Moja mržnja
Departure,Die Abfahrt,Die Abfahrten,Die,Abfahrt,abfahrt,1,Meine Abfahrt,Moj odlazak
Outline,Die Kontur,Die Konturen,Die,Kontur,kontur,1,Meine Kontur,Moja kontura
Raven,Der Rabe,Die Raben,Der,Rabe,rabe,0,Mein Rabe,Moj gavran
Runner,Der Läufer,Die Läufer,Der,Läufer,läufer,0,Mein Läufer,Moj trkač
Anticipation,Die Vorfreude,(usually uncountable),Die,Vorfreude,vorfreude,1,Meine Vorfreude,Moje iščekivanje
Translation,Die Übersetzung,Die Übersetzungen,Die,Übersetzung,übersetzung,1,Meine Übersetzung,Moj prijevod
Headquarters,Das Hauptquartier,Die Hauptquartiere,Das,Hauptquartier,hauptquartier,2,Mein Hauptquartier,Moje sjedište
Celebration,Die Feier,Die Feiern,Die,Feier,feier,1,Meine Feier,Moja proslava
Agony,Die Qual,(usually uncountable),Die,Qual,qual,1,Meine Qual,Moja agonija
Sneakers,Die Turnschuhe,(plural noun),Die,Turnschuhe,turnschuhe,1,Meine Turnschuhe,Moje tenisice
Terminal,Das Terminal,Die Terminals,Das,Terminal,terminal,2,Mein Terminal,Moj terminal
Expectation,Die Erwartung,Die Erwartungen,Die,Erwartung,erwartung,1,Meine Erwartung,Moja očekivanja
Pasture,Die Weide,Die Weiden,Die,Weide,weide,1,Meine Weide,Moja vrba
Console,Die Konsole,Die Konsolen,Die,Konsole,konsole,1,Meine Konsole,Moja konzola
Strike,Der Streik,Die Streiks,Der,Streik,streik,0,Mein Streik,Moj štrajk
Rescue,Die Rettung,Die Rettungen,Die,Rettung,rettung,1,Meine Rettung,Moje spasenje
Badge,Das Abzeichen,Die Abzeichen,Das,Abzeichen,abzeichen,2,Mein Abzeichen,Moja značka
Fund,Das Fundament,Die Fundamente,Das,Fundament,fundament,2,Mein Fundament,Moj temelj
Try,Der Versuch,Die Versuche,Der,Versuch,versuch,0,Mein Versuch,Moj pokušaj
Foyer,Das Foyer,Die Foyers,Das,Foyer,foyer,2,Mein Foyer,Moje predvorje
Pastor,Der Pastor,Die Pastoren,Der,Pastor,pastor,0,Mein Pastor,Moj pastor
Embrace,Die Umarmung,Die Umarmungen,Die,Umarmung,umarmung,1,Meine Umarmung,Moj zagrljaj
Puzzle,Das Rätsel,Die Rätsel,Das,Rätsel,rätsel,2,Mein Rätsel,Moja zagonetka
Canal,Der Kanal,Die Kanäle,Der,Kanal,kanal,0,Mein Kanal,Moj kanal
Charity,Die Wohltätigkeit,(usually uncountable),Die,Wohltätigkeit,wohltätigkeit,1,Meine Wohltätigkeit,Moje milosrđe
Principal,Der Direktor,Die Direktoren,Der,Direktor,direktor,0,Mein Direktor,Moj direktor
Applause,Der Applaus,(usually uncountable),Der,Applaus,applaus,0,Mein Applaus,Moj pljesak
Philosophy,Die Philosophie,Die Philosophien,Die,Philosophie,philosophie,1,Meine Philosophie,Moja filozofija
Trench,Der Graben,Die Gräben,Der,Graben,graben,0,Mein Graben,Moje kopanje
Up,Die Aufwärtsbewegung,(usually uncountable),Die,Aufwärtsbewegung,aufwärtsbewegung,1,Meine Aufwärtsbewegung,Moje kretanje prema gore
Nephew,Der Neffe,Die Neffen,Der,Neffe,neffe,0,Mein Neffe,Moj nećak
Essay,Der Aufsatz,Die Aufsätze,Der,Aufsatz,aufsatz,0,Mein Aufsatz,Moj esej
Repair,Die Reparatur,Die Reparaturen,Die,Reparatur,reparatur,1,Meine Reparatur,Moj popravak
Mix,Die Mischung,Die Mischungen,Die,Mischung,mischung,1,Meine Mischung,Moj miks
Mob,Die Menge,Die Mengen,Die,Menge,menge,1,Meine Menge,Moja količina
Barrier,Die Barriere,Die Barrieren,Die,Barriere,barriere,1,Meine Barriere,Moja barijera
Disk,Die Scheibe,Die Scheiben,Die,Scheibe,scheibe,1,Meine Scheibe,Moj disk
Goodness,Die Güte,(usually uncountable),Die,Güte,güte,1,Meine Güte,Moj Bože
Scout,Der Pfadfinder,Die Pfadfinder,Der,Pfadfinder,pfadfinder,0,Mein Pfadfinder,Moj izviđač
Importance,Die Bedeutung,Die Bedeutungen,Die,Bedeutung,bedeutung,1,Meine Bedeutung,Moje značenje
Destiny,Das Schicksal,Die Schicksale,Das,Schicksal,schicksal,2,Mein Schicksal,Moja sudbina
Aid,Die Hilfe,(usually uncountable),Die,Hilfe,hilfe,1,Meine Hilfe,Moja pomoć
Microphone,Das Mikrofon,Die Mikrofone,Das,Mikrofon,mikrofon,2,Mein Mikrofon,Moj mikrofon
Label,Das Etikett,Die Etiketten,Das,Etikett,etikett,2,Mein Etikett,Moja oznaka
Pepper,Der Pfeffer,(usually uncountable),Der,Pfeffer,pfeffer,0,Mein Pfeffer,Moj papar
Coyote,Der Kojote,Die Kojoten,Der,Kojote,kojote,0,Mein Kojote,Moj kojot
Teaching,Der Unterricht,(usually uncountable),Der,Unterricht,unterricht,0,Mein Unterricht,Moje lekcije
Burn,Die Verbrennung,Die Verbrennungen,Die,Verbrennung,verbrennung,1,Meine Verbrennung,Moja opeklina
Vest,Die Weste,Die Westen,Die,Weste,weste,1,Meine Weste,Moj prsluk
Pony,Das Pony,Die Ponys,Das,Pony,pony,2,Mein Pony,Moj poni
Donkey,Der Esel,Die Esel,Der,Esel,esel,0,Mein Esel,Moj magarac
Cycle,Der Zyklus,Die Zyklen,Der,Zyklus,zyklus,0,Mein Zyklus,Moj ciklus
Gasp,Das Keuchen,(usually uncountable),Das,Keuchen,keuchen,2,Mein Keuchen,Moje dahtanje
Irony,Die Ironie,(usually uncountable),Die,Ironie,ironie,1,Meine Ironie,Moja ironija
Award,Die Auszeichnung,Die Auszeichnungen,Die,Auszeichnung,auszeichnung,1,Meine Auszeichnung,Moja nagrada
Grape,Die Traube,Die Trauben,Die,Traube,traube,1,Meine Traube,Moje grožđe
Hesitation,Das Zögern,(usually uncountable),Das,Zögern,zögern,2,Mein Zögern,Moje oklijevanje
Tavern,Die Taverne,Die Tavernen,Die,Taverne,taverne,1,Meine Taverne,Moja konoba
Chore,Die Aufgabe,Die Aufgaben,Die,Aufgabe,aufgabe,1,Meine Aufgabe,Moj zadatak
Sphere,Die Kugel,Die Kugeln,Die,Kugel,kugel,1,Meine Kugel,Moj metak
Sail,Das Segel,Die Segel,Das,Segel,segel,2,Mein Segel,Moje jedro
Silhouette,Die Silhouette,Die Silhouetten,Die,Silhouette,silhouette,1,Meine Silhouette,Moja silueta
