english,singular,plural,article,noun,x,y,sing+plural,catalan
Shield,Der Schild,Die Schilde,Der,Schild,schild,0,"Der Schild, Die Schilde","L'escut, els escuts"
Saddle,Der Sattel,Die Sättel,Der,Sattel,sattel,0,"Der Sattel, Die Sättel","La sella, les cadires"
Odds,Die Chancen,(plural noun),Die,Chancen,chancen,1,"Die Chancen, (plural noun)","la possiblitat, les possiblitats"
Cluster,Der Cluster,Die Cluster,Der,Cluster,cluster,0,"Der Cluster, Die Cluster","El clúster, els clústers"
Satellite,Der Satellit,Die Satelliten,Der,Satellit,satellit,0,"Der Satellit, Die Satelliten","El satèl·lit, els satèl·lits"
Trigger,Der Auslöser,Die Auslöser,Der,Auslöser,auslöser,0,"Der Auslöser, Die Auslöser","El desencadenant, els desencadenants"
Puppy,Der Welpe,Die Welpen,Der,Welpe,welpe,0,"Der Welpe, Die Welpen","El cadell, els cadells"
Waiting,Das Warten,(usually uncountable),Das,Warten,warten,2,"Das Warten, (usually uncountable)","l'esperar, els esperars"
Bulb,Die Glühbirne,Die Glühbirnen,Die,Glühbirne,glühbirne,1,"Die Glühbirne, Die Glühbirnen","La bombeta, les bombetes"
Dresser,Die Kommode,Die Kommoden,Die,Kommode,kommode,1,"Die Kommode, Die Kommoden","La calaixera, les calaixeres"
Patrol,Die Patrouille,Die Patrouillen,Die,Patrouille,patrouille,1,"Die Patrouille, Die Patrouillen","La Patrulla, Les Patrulles"
Eagle,Der Adler,Die Adler,Der,Adler,adler,0,"Der Adler, Die Adler","L'àguila, les àguiles"
Privacy,Die Privatsphäre,(no plural form),Die,Privatsphäre,privatsphäre,1,"Die Privatsphäre, (no plural form)","la Privacitat"
Fluid,Die Flüssigkeit,Die Flüssigkeiten,Die,Flüssigkeit,flüssigkeit,1,"Die Flüssigkeit, Die Flüssigkeiten","El líquid, els líquids"
Herd,Die Herde,(plural noun),Die,Herde,herde,1,"Die Herde, (plural noun)","El ramat, (substantiu plural)"
Headache,Die Kopfschmerzen,(plural noun),Die,Kopfschmerzen,kopfschmerzen,1,"Die Kopfschmerzen, (plural noun)","El mal, els mals"
Amusement,Die Unterhaltung,Die Unterhaltungen,Die,Unterhaltung,unterhaltung,1,"Die Unterhaltung, Die Unterhaltungen","L'entreteniment, les converses"
Wheelchair,Der Rollstuhl,Die Rollstühle,Der,Rollstuhl,rollstuhl,0,"Der Rollstuhl, Die Rollstühle","La cadira de rodes, les cadires de rodes"
Policy,Die Politik,(usually uncountable),Die,Politik,politik,1,"Die Politik, (usually uncountable)","la Política, -"
Belle,Die Schönheit,Die Schönheiten,Die,Schönheit,schönheit,1,"Die Schönheit, Die Schönheiten","La bellesa, les belleses"
Tobacco,Der Tabak,(usually uncountable),Der,Tabak,tabak,0,"Der Tabak, (usually uncountable)","el Tabac, -"
Setting,Die Einstellung,Die Einstellungen,Die,Einstellung,einstellung,1,"Die Einstellung, Die Einstellungen","La configuració, la configuració"
Tattoo,Das Tattoo,Die Tattoos,Das,Tattoo,tattoo,2,"Das Tattoo, Die Tattoos","El tatuatge, els tatuatges"
Burden,Die Belastung,Die Belastungen,Die,Belastung,belastung,1,"Die Belastung, Die Belastungen","La càrrega, les càrregues"
Merchant,Der Händler,Die Händler,Der,Händler,händler,0,"Der Händler, Die Händler","El comerciant, els comerciants"
Slide,Die Rutsche,Die Rutschen,Die,Rutsche,rutsche,1,"Die Rutsche, Die Rutschen","El tobogan, els tobogans"
Stain,Der Fleck,Die Flecken,Der,Fleck,fleck,0,"Der Fleck, Die Flecken","La taca, les taques"
Eating,Das Essen,(usually uncountable),Das,Essen,essen,2,"Das Essen, (usually uncountable)","El menjar, -"
Bond,Die Bindung,Die Bindungen,Die,Bindung,bindung,1,"Die Bindung, Die Bindungen","El vincle, els vincles"
Swimming,Das Schwimmen,(usually uncountable),Das,Schwimmen,schwimmen,2,"Das Schwimmen, (usually uncountable)","la Natació, -"
Foundation,Die Stiftung,Die Stiftungen,Die,Stiftung,stiftung,1,"Die Stiftung, Die Stiftungen","La Fundació, els fonaments"
Injury,Die Verletzung,Die Verletzungen,Die,Verletzung,verletzung,1,"Die Verletzung, Die Verletzungen","La lesió, les lesions"
League,Die Liga,Die Ligen,Die,Liga,liga,1,"Die Liga, Die Ligen","La lliga, les lligues"
Battery,Die Batterie,Die Batterien,Die,Batterie,batterie,1,"Die Batterie, Die Batterien","La bateria, les bateries"
Umbrella,Der Regenschirm,Die Regenschirme,Der,Regenschirm,regenschirm,0,"Der Regenschirm, Die Regenschirme","El paraigua, els paraigües"
Emperor,Der Kaiser,Die Kaiser,Der,Kaiser,kaiser,0,"Der Kaiser, Die Kaiser","L'emperador, els emperadors"
Pier,Der Pier,Die Piers,Der,Pier,pier,0,"Der Pier, Die Piers","El moll, els molls"
Tap,Der Wasserhahn,Die Wasserhähne,Der,Wasserhahn,wasserhahn,0,"Der Wasserhahn, Die Wasserhähne","L'aixeta, les aixetes"
Wit,Das Witz,Die Witze,Das,Witz,witz,2,"Das Witz, Die Witze","La broma, les bromes"
Cutter,Der Cutter,Die Cutter,Der,Cutter,cutter,0,"Der Cutter, Die Cutter","El tallador, els talladors"
Attic,Der Dachboden,Die Dachböden,Der,Dachboden,dachboden,0,"Der Dachboden, Die Dachböden","l'àtic, els àtics"
Tiger,Der Tiger,Die Tiger,Der,Tiger,tiger,0,"Der Tiger, Die Tiger","El tigre, els tigres"
Pal,Der Freund,Die Freunde,Der,Freund,freund,0,"Der Freund, Die Freunde","L'amic, els amics"
Ancestor,Der Vorfahr,Die Vorfahren,Der,Vorfahr,vorfahr,0,"Der Vorfahr, Die Vorfahren","L'avantpassat, els avantpassats"
Concentration,Die Konzentration,(usually uncountable),Die,Konzentration,konzentration,1,"Die Konzentration, (usually uncountable)","la Concentració, -"
Mount,Der Berg,Die Berge,Der,Berg,berg,0,"Der Berg, Die Berge","La muntanya, les muntanyes"
Expense,Die Kosten,(plural noun),Die,Kosten,kosten,1,"Die Kosten, (plural noun)","El cost, (substantiu plural)"
Blessing,Der Segen,Die Segen,Der,Segen,segen,0,"Der Segen, Die Segen","La benedicció, les benediccions"
Leave,Der Urlaub,(usually uncountable),Der,Urlaub,urlaub,0,"Der Urlaub, (usually uncountable)","la vacança, les vacances"
Ledge,Der Vorsprung,Die Vorsprünge,Der,Vorsprung,vorsprung,0,"Der Vorsprung, Die Vorsprünge","El lideratge, -"
Torch,Die Fackel,Die Fackeln,Die,Fackel,fackel,1,"Die Fackel, Die Fackeln","La torxa, les torxes"
Ink,Die Tinte,(usually uncountable),Die,Tinte,tinte,1,"Die Tinte, (usually uncountable)","La tinta, -"
Plot,Die Handlung,Die Handlungen,Die,Handlung,handlung,1,"Die Handlung, Die Handlungen","L'acció, les accions"
Rent,Die Miete,Die Mieten,Die,Miete,miete,1,"Die Miete, Die Mieten","El lloguer, els lloguers"
Mule,Die Maultier,Die Maultiere,Die,Maultier,maultier,1,"Die Maultier, Die Maultiere","La mula, les mules"
Arch,Der Bogen,Die Bögen,Der,Bogen,bogen,0,"Der Bogen, Die Bögen","L'arc, els arcs"
Environment,Die Umwelt,Die Umwelten,Die,Umwelt,umwelt,1,"Die Umwelt, Die Umwelten","El medi ambient, els entorns"
Frown,Die Stirnrunzeln,(plural noun),Die,Stirnrunzeln,stirnrunzeln,1,"Die Stirnrunzeln, (plural noun)","La cella, les celles"
Inspector,Der Inspektor,Die Inspektoren,Der,Inspektor,inspektor,0,"Der Inspektor, Die Inspektoren","L'inspector, els inspectors"
Midst,Die Mitte,Die Mitte,Die,Mitte,mitte,1,"Die Mitte, Die Mitte","El mig, el mig"
Embarrassment,Die Peinlichkeit,Die Peinlichkeiten,Die,Peinlichkeit,peinlichkeit,1,"Die Peinlichkeit, Die Peinlichkeiten","La vergonya, les vergonyes"
Complaint,Die Beschwerde,Die Beschwerden,Die,Beschwerde,beschwerde,1,"Die Beschwerde, Die Beschwerden","La denúncia, les queixes"
Portion,Die Portion,Die Portionen,Die,Portion,portion,1,"Die Portion, Die Portionen","La porció, les porcions"
Chuck,Die Wegwerfen,(usually uncountable),Die,Wegwerfen,wegwerfen,1,"Die Wegwerfen, (usually uncountable)","el servir, els servirs"
Clearing,Die Lichtung,Die Lichtungen,Die,Lichtung,lichtung,1,"Die Lichtung, Die Lichtungen","La clariana, els Gings"
Crisis,Die Krise,Die Krisen,Die,Krise,krise,1,"Die Krise, Die Krisen","La crisi, les crisis"
Necklace,Die Halskette,Die Halsketten,Die,Halskette,halskette,1,"Die Halskette, Die Halsketten","El collaret, els collarets"
Lantern,Die Laterne,Die Laternen,Die,Laterne,laterne,1,"Die Laterne, Die Laternen","La llanterna, les llanternes"
Wealth,Der Reichtum,(usually uncountable),Der,Reichtum,reichtum,0,"Der Reichtum, (usually uncountable)","la Riquesa, -"
Murderer,Der Mörder,Die Mörder,Der,Mörder,mörder,0,"Der Mörder, Die Mörder","L'assassí, els assassins"
Civilization,Die Zivilisation,Die Zivilisationen,Die,Zivilisation,zivilisation,1,"Die Zivilisation, Die Zivilisationen","La civilització, les civilitzacions"
Concept,Das Konzept,Die Konzepte,Das,Konzept,konzept,2,"Das Konzept, Die Konzepte","El concepte, els conceptes"
Lamb,Das Lamm,Die Lämmer,Das,Lamm,lamm,2,"Das Lamm, Die Lämmer","L'anyell, els anyells"
Stride,Die Schritt,Die Schritte,Die,Schritt,schritt,1,"Die Schritt, Die Schritte","El pas, els passos"
Cuff,Das Manschette,Die Manschetten,Das,Manschette,manschette,2,"Das Manschette, Die Manschetten","El punyal, els punys"
Virgin,Die Jungfrau,Die Jungfrauen,Die,Jungfrau,jungfrau,1,"Die Jungfrau, Die Jungfrauen","La Verge, les verges"
Squirrel,Das Eichhörnchen,Die Eichhörnchen,Das,Eichhörnchen,eichhörnchen,2,"Das Eichhörnchen, Die Eichhörnchen","L'esquirol, els esquirols"
Babe,Das Baby,Die Babys,Das,Baby,baby,2,"Das Baby, Die Babys","El nadó, els nadons"
Starling,Der Star,Die Stare,Der,Star,star,0,"Der Star, Die Stare","L'estornel, els estornells"
Depression,Die Depression,Die Depressionen,Die,Depression,depression,1,"Die Depression, Die Depressionen","La depressió, la depressió"
Storage,Die Lagerung,Die Lagerungen,Die,Lagerung,lagerung,1,"Die Lagerung, Die Lagerungen","L'emmagatzematge, els coixinets"
Altar,Der Altar,Die Altäre,Der,Altar,altar,0,"Der Altar, Die Altäre","L'altar, els altars"
Tragedy,Die Tragödie,Die Tragödien,Die,Tragödie,tragödie,1,"Die Tragödie, Die Tragödien","La tragèdia, les tragèdies"
Resource,Die Ressource,Die Ressourcen,Die,Ressource,ressource,1,"Die Ressource, Die Ressourcen","El recurs, els recursos"
Traveler,Der Reisende,Die Reisenden,Der,Reisende,reisende,0,"Der Reisende, Die Reisenden","El viatger, el viatger"
Trust,Das Vertrauen,(usually uncountable),Das,Vertrauen,vertrauen,2,"Das Vertrauen, (usually uncountable)","la confiança, -"
Arc,Der Bogen,Die Bögen,Der,Bogen,bogen,0,"Der Bogen, Die Bögen","L'arc, els arcs"
Kingdom,Das Königreich,Die Königreiche,Das,Königreich,königreich,2,"Das Königreich, Die Königreiche","El Regne, Els Regnes"
Jewel,Das Juwel,Die Juwelen,Das,Juwel,juwel,2,"Das Juwel, Die Juwelen","La joia, les joies"
Musician,Der Musiker,Die Musiker,Der,Musiker,musiker,0,"Der Musiker, Die Musiker","El músic, els músics"
Airplane,Das Flugzeug,Die Flugzeuge,Das,Flugzeug,flugzeug,2,"Das Flugzeug, Die Flugzeuge","L'avió, els avions"
Junk,Der Müll,(usually uncountable),Der,Müll,müll,0,"Der Müll, (usually uncountable)","l'escombaria, Les escombraries"
Sunshine,Der Sonnenschein,(usually uncountable),Der,Sonnenschein,sonnenschein,0,"Der Sonnenschein, (usually uncountable)","La llum, -"
Lad,Der Junge,Die Jungen,Der,Junge,junge,0,"Der Junge, Die Jungen","El noi, els nois"
Elf,Der Elf,Die Elfen,Der,Elf,elf,0,"Der Elf, Die Elfen","L'elf, els elfs"
Protest,Der Protest,Die Proteste,Der,Protest,protest,0,"Der Protest, Die Proteste","La protesta, les protestes"
Hunt,Die Jagd,Die Jagden,Die,Jagd,jagd,1,"Die Jagd, Die Jagden","La caça, les caceres"
Executive,Der Geschäftsführer,Die Geschäftsführer,Der,Geschäftsführer,geschäftsführer,0,"Der Geschäftsführer, Die Geschäftsführer","El director gerent, els directors generals"
Diary,Das Tagebuch,Die Tagebücher,Das,Tagebuch,tagebuch,2,"Das Tagebuch, Die Tagebücher","El diari, els diaris"
Aspect,Der Aspekt,Die Aspekte,Der,Aspekt,aspekt,0,"Der Aspekt, Die Aspekte","L'aspecte, els aspectes"
Dial,Das Zifferblatt,Die Zifferblätter,Das,Zifferblatt,zifferblatt,2,"Das Zifferblatt, Die Zifferblätter","L'esfera, les esferes"
Slipper,Der Pantoffel,Die Pantoffel,Der,Pantoffel,pantoffel,0,"Der Pantoffel, Die Pantoffel","La sabatilla, les sabatilles"
Actress,Die Schauspielerin,Die Schauspielerinnen,Die,Schauspielerin,schauspielerin,1,"Die Schauspielerin, Die Schauspielerinnen","L'actriu, les actrius"
Shooting,Das Schießen,(usually uncountable),Das,Schießen,schießen,2,"Das Schießen, (usually uncountable)","el Tir, -"
Earring,Der Ohrring,Die Ohrringe,Der,Ohrring,ohrring,0,"Der Ohrring, Die Ohrringe","L'arracada, les arracades"
Ant,Die Ameise,Die Ameisen,Die,Ameise,ameise,1,"Die Ameise, Die Ameisen","La formiga, les formigues"
Patty,Das Brötchen,Die Brötchen,Das,Brötchen,brötchen,2,"Das Brötchen, Die Brötchen","El panet, els panets"
Sauce,Die Sauce,Die Saucen,Die,Sauce,sauce,1,"Die Sauce, Die Saucen","La salsa, les salses"
Missile,Die Rakete,Die Raketen,Die,Rakete,rakete,1,"Die Rakete, Die Raketen","El coet, els coets"
Intensity,Die Intensität,(usually uncountable),Die,Intensität,intensität,1,"Die Intensität, (usually uncountable)","La intensitat, -"
Ditch,Der Graben,Die Gräben,Der,Graben,graben,0,"Der Graben, Die Gräben","La rasa, les rases"
Daisy,Das Gänseblümchen,Die Gänseblümchen,Das,Gänseblümchen,gänseblümchen,2,"Das Gänseblümchen, Die Gänseblümchen","La margarida, les margarides"
Chapel,Die Kapelle,Die Kapellen,Die,Kapelle,kapelle,1,"Die Kapelle, Die Kapellen","La capella, les capelles"
Swamp,Das Sumpf,Die Sümpfe,Das,Sumpf,sumpf,2,"Das Sumpf, Die Sümpfe","El pantà, els pantans"
Relation,Die Beziehung,Die Beziehungen,Die,Beziehung,beziehung,1,"Die Beziehung, Die Beziehungen","La relació, les relacions"
Guess,Die Vermutung,Die Vermutungen,Die,Vermutung,vermutung,1,"Die Vermutung, Die Vermutungen","La conjectura, les conjectures"
Crane,Der Kran,Die Kräne,Der,Kran,kran,0,"Der Kran, Die Kräne","La grua, les grues"
Encounter,Das Aufeinandertreffen,Die Aufeinandertreffen,Das,Aufeinandertreffen,aufeinandertreffen,2,"Das Aufeinandertreffen, Die Aufeinandertreffen","El xoc, els enfrontaments"
Sequence,Die Abfolge,Die Abfolgen,Die,Abfolge,abfolge,1,"Die Abfolge, Die Abfolgen","La seqüència, les seqüències"
Fragment,Das Fragment,Die Fragmente,Das,Fragment,fragment,2,"Das Fragment, Die Fragmente","El fragment, els fragments"
Draft,Die Ausarbeitung,Die Ausarbeitungen,Die,Ausarbeitung,ausarbeitung,1,"Die Ausarbeitung, Die Ausarbeitungen","L'elaboració, les elaboracions"
Diner,Das Speiselokal,Die Speiselokale,Das,Speiselokal,speiselokal,2,"Das Speiselokal, Die Speiselokale","El menjador, els establiments de restauració"
Function,Die Funktion,Die Funktionen,Die,Funktion,funktion,1,"Die Funktion, Die Funktionen","La funció, les funcions"
Organization,Die Organisation,Die Organisationen,Die,Organisation,organisation,1,"Die Organisation, Die Organisationen","L'organització, les organitzacions"
Skeleton,Das Skelett,Die Skelette,Das,Skelett,skelett,2,"Das Skelett, Die Skelette","L'esquelet, els esquelets"
Misery,Das Elend,(usually uncountable),Das,Elend,elend,2,"Das Elend, (usually uncountable)","La misèria, -"
Herb,Das Kraut,Die Kräuter,Das,Kraut,kraut,2,"Das Kraut, Die Kräuter","L'herba, les herbes"
Stump,Der Stumpf,Die Stümpfe,Der,Stumpf,stumpf,0,"Der Stumpf, Die Stümpfe","La soca, les soques"
Stake,Der Einsatz,Die Einsätze,Der,Einsatz,einsatz,0,"Der Einsatz, Die Einsätze","El que està en joc, el que està en joc"
Puff,Das Puff,Die Puffs,Das,Puff,puff,2,"Das Puff, Die Puffs","El buf, els bufades"
Creation,Die Schaffung,Die Schaffungen,Die,Schaffung,schaffung,1,"Die Schaffung, Die Schaffungen","La creació, les creacions"
Wake,Das Erwachen,Die Erwachen,Das,Erwachen,erwachen,2,"Das Erwachen, Die Erwachen","El despertar, el despertar"
Wizard,Der Zauberer,Die Zauberer,Der,Zauberer,zauberer,0,"Der Zauberer, Die Zauberer","El mag, els mags"
Mat,Das Matte,Die Matten,Das,Matte,matte,2,"Das Matte, Die Matten","L'estora, les estores"
Seal,Die Dichtung,Die Dichtungen,Die,Dichtung,dichtung,1,"Die Dichtung, Die Dichtungen","El segell, els segells"
Twilight,Die Dämmerung,(usually uncountable),Die,Dämmerung,dämmerung,1,"Die Dämmerung, (usually uncountable)","El Crepuscle, -"
Grunt,Das Grunzen,Die Grunzen,Das,Grunzen,grunzen,2,"Das Grunzen, Die Grunzen","El grunyit, els grunyits"
Punishment,Die Bestrafung,Die Bestrafungen,Die,Bestrafung,bestrafung,1,"Die Bestrafung, Die Bestrafungen","El càstig, els càstigs"
Clan,Der Clan,Die Clans,Der,Clan,clan,0,"Der Clan, Die Clans","El clan, els clans"
Copper,Das Kupfer,(usually uncountable),Das,Kupfer,kupfer,2,"Das Kupfer, (usually uncountable)","El coure, -"
Debris,Der Schutt,(no plural form),Der,Schutt,schutt,0,"Der Schutt, (no plural form)","la brossa, les brosses"
Painter,Der Maler,Die Maler,Der,Maler,maler,0,"Der Maler, Die Maler","El pintor, els pintors"
Steering,Die Lenkung,Die Lenkungen,Die,Lenkung,lenkung,1,"Die Lenkung, Die Lenkungen","La direcció, la direcció"
Math,Die Mathematik,(usually uncountable),Die,Mathematik,mathematik,1,"Die Mathematik, (usually uncountable)","la matemàtica, les Matemàtiques"
Recognition,Die Anerkennung,(usually uncountable),Die,Anerkennung,anerkennung,1,"Die Anerkennung, (usually uncountable)","El reconeixement, -"
Temper,Der Gemüt,(usually uncountable),Der,Gemüt,gemüt,0,"Der Gemüt, (usually uncountable)","La ment, -"
Regret,Das Bedauern,(usually uncountable),Das,Bedauern,bedauern,2,"Das Bedauern, (usually uncountable)","El penediment, -"
Destination,Das Ziel,Die Ziele,Das,Ziel,ziel,2,"Das Ziel, Die Ziele","L'objectiu, els objectius"
Mill,Die Mühle,Die Mühlen,Die,Mühle,mühle,1,"Die Mühle, Die Mühlen","El molí, els molins"
Error,Der Fehler,Die Fehler,Der,Fehler,fehler,0,"Der Fehler, Die Fehler","L'error, els errors"
Romance,Die Romanze,Die Romanzen,Die,Romanze,romanze,1,"Die Romanze, Die Romanzen","El romanç, els romanços"
Topic,Das Thema,Die Themen,Das,Thema,thema,2,"Das Thema, Die Themen","El tema, els temes"
Patio,Die Terrasse,Die Terrassen,Die,Terrasse,terrasse,1,"Die Terrasse, Die Terrassen","La terrassa, les terrasses"
Shovel,Die Schaufel,Die Schaufeln,Die,Schaufel,schaufel,1,"Die Schaufel, Die Schaufeln","La pala, les pales"
Pajamas,Der Schlafanzug,Die Schlafanzüge,Der,Schlafanzug,schlafanzug,0,"Der Schlafanzug, Die Schlafanzüge","El pijama, el pijama"
EMail,Die E-Mail,Die E-Mails,Die,E-Mail,e-mail,1,"Die E-Mail, Die E-Mails","El correu electrònic, els correus electrònics"
Pigeon,Die Taube,Die Tauben,Die,Taube,taube,1,"Die Taube, Die Tauben","El colom, els coloms"
Dinosaur,Der Dinosaurier,Die Dinosaurier,Der,Dinosaurier,dinosaurier,0,"Der Dinosaurier, Die Dinosaurier","El dinosaure, els dinosaures"
Industry,Die Industrie,Die Industrien,Die,Industrie,industrie,1,"Die Industrie, Die Industrien","La indústria, les indústries"
Operator,Der Operator,Die Operatoren,Der,Operator,operator,0,"Der Operator, Die Operatoren","L'operador, els operadors"
Lift,Der Aufzug,Die Aufzüge,Der,Aufzug,aufzug,0,"Der Aufzug, Die Aufzüge","L'ascensor, els ascensors"
Counselor,Der Berater,Die Berater,Der,Berater,berater,0,"Der Berater, Die Berater","El consultor, els consultors"
Gathering,Das Treffen,Die Treffen,Das,Treffen,treffen,2,"Das Treffen, Die Treffen","La trobada, les trobades"
Principle,Das Prinzip,Die Prinzipien,Das,Prinzip,prinzip,2,"Das Prinzip, Die Prinzipien","El principi, els principis"
Drama,Das Drama,Die Dramen,Das,Drama,drama,2,"Das Drama, Die Dramen","El drama, els drames"
Chick,Das Küken,Die Küken,Das,Küken,küken,2,"Das Küken, Die Küken","El pollet, els pollets"
Chart,Das Diagramm,Die Diagramme,Das,Diagramm,diagramm,2,"Das Diagramm, Die Diagramme","El diagrama, els diagrames"
Campaign,Die Kampagne,Die Kampagnen,Die,Kampagne,kampagne,1,"Die Kampagne, Die Kampagnen","La campanya, les campanyes"
Laurel,Der Lorbeer,Die Lorbeeren,Der,Lorbeer,lorbeer,0,"Der Lorbeer, Die Lorbeeren","El llorer, els llorers"
Steak,Das Steak,Die Steaks,Das,Steak,steak,2,"Das Steak, Die Steaks","El bistec, els bistecs"
Criminal,Der Verbrecher,Die Verbrecher,Der,Verbrecher,verbrecher,0,"Der Verbrecher, Die Verbrecher","El criminal, els criminals"
Globe,Der Globus,Die Globen,Der,Globus,globus,0,"Der Globus, Die Globen","El globus, els globus"
Bruise,Der Bluterguss,Die Blutergüsse,Der,Bluterguss,bluterguss,0,"Der Bluterguss, Die Blutergüsse","La contusió, les contusions"
Knob,Der Knopf,Die Knöpfe,Der,Knopf,knopf,0,"Der Knopf, Die Knöpfe","El botó, els botons"
Killing,Der Mord,Die Morde,Der,Mord,mord,0,"Der Mord, Die Morde","L'assassinat, els assassinats"
