english,singular,plural,article,noun,x,y,possessive,croatian,n_words
Strawberry,Die Erdbeere,Die Erdbeeren,Die,Erdbeere,jagoda,1,moja,Moja jagoda,2
Anniversary,Das Jubiläum,Die Jubiläen,Das,Jubiläum,godišnjica,1,moja,Moja godišnjica,2
Binoculars,Das Fernglas,Die Ferngläser,Das,Fernglas,dalekozor,0,moj,Moj dalekozor,2
Discipline,Die Disziplin,(usually uncountable),Die,Disziplin,disciplina,1,moja,Moja disciplina,2
Hedge,Die Hecke,Die Hecken,Die,Hecke,živica,1,moja,Moja živica,2
Income,Das Einkommen,Die Einkommen,Das,Einkommen,prihod,0,moj,Moj prihod,2
Myth,Der Mythos,Die Mythen,Der,Mythos,mit,0,moj,Moj mit,2
Shutter,Der Verschluss,Die Verschlüsse,Der,Verschluss,završetak,0,moj,Moj završetak,2
Raft,Das Floß,Die Floße,Das,Floß,splav,1,moja,Moja splav,2
Ambition,Der Ehrgeiz,(usually uncountable),Der,Ehrgeiz,ambicija,1,moja,Moja ambicija,2
Camel,Das Kamel,Die Kamele,Das,Kamel,deva,1,moja,Moja deva,2
Beating,Das Schlagen,(usually uncountable),Das,Schlagen,premlaćivanje,2,moje,Moje premlaćivanje,2
Acid,Die Säure,Die Säuren,Die,Säure,kiselost,1,moja,Moja kiselost,2
Nightgown,Das Nachthemd,Die Nachthemden,Das,Nachthemd,spavaćica,1,moja,Moja spavaćica,2
Internet,Das Internet,(usually uncountable),Das,Internet,internet,0,moj,Moj internet,2
Cockpit,Das Cockpit,Die Cockpits,Das,Cockpit,kokpit,0,moj,Moj kokpit,2
Wreck,Das Wrack,Die Wracks,Das,Wrack,olupina,1,moja,Moja olupina,2
Wig,Die Perücke,Die Perücken,Die,Perücke,perika,1,moja,Moja perika,2
Rein,Der Zügel,Die Zügel,Der,Zügel,uzde,2,moje,Moje uzde,2
Recorder,Der Rekorder,Die Rekorder,Der,Rekorder,snimač,0,moj,Moj snimač,2
Pork,Das Schweinefleisch,(usually uncountable),Das,Schweinefleisch,svinjetina,1,moja,Moja svinjetina,2
Exam,Die Prüfung,Die Prüfungen,Die,Prüfung,ispit,0,moj,Moj ispit,2
Courtesy,Die Höflichkeit,(usually uncountable),Die,Höflichkeit,ljubaznost,1,moja,Moja ljubaznost,2
Whip,Die Peitsche,Die Peitschen,Die,Peitsche,bič,0,moj,Moj bič,2
Pilgrim,Der Pilger,Die Pilger,Der,Pilger,hodočasnik,0,moj,Moj hodočasnik,2
Collapse,Der Zusammenbruch,Die Zusammenbrüche,Der,Zusammenbruch,slom,0,moj,Moj slom,2
Sage,Der Weise,Die Weisen,Der,Weise,mudrac,0,moj,Moj mudrac,2
Asphalt,Der Asphalt,(usually uncountable),Der,Asphalt,asfalt,0,moj,Moj asfalt,2
Privilege,Das Privileg,Die Privilegien,Das,Privileg,privilegija,1,moja,Moja privilegija,2
Maintenance,Die Wartung,(usually uncountable),Die,Wartung,održavanje,2,moje,Moje održavanje,2
Orchard,Der Obstgarten,Die Obstgärten,Der,Obstgarten,voćnjak,0,moj,Moj voćnjak,2
Cot,Der Kinderbett,Die Kinderbetten,Der,Kinderbett,krevetić,0,moj,Moj krevetić,2
Lighter,Das Feuerzeug,Die Feuerzeuge,Das,Feuerzeug,upaljač,0,moj,Moj upaljač,2
Formation,Die Formation,Die Formationen,Die,Formation,formacija,1,moja,Moja formacija,2
Snack,Der Snack,Die Snacks,Der,Snack,grickalica,1,moja,Moja grickalica,2
Sculpture,Die Skulptur,Die Skulpturen,Die,Skulptur,skulptura,1,moja,Moja skulptura,2
Sum,Die Summe,Die Summen,Die,Summe,zbroj,0,moj,Moj zbroj,2
Carrot,Die Möhre,Die Möhren,Die,Möhre,mrkva,1,moja,Moja mrkva,2
Radar,Das Radar,(usually uncountable),Das,Radar,radar,0,moj,Moj radar,2
Ponytail,Der Pferdeschwanz,Die Pferdeschwänze,Der,Pferdeschwanz,rep,0,moj,Moj rep,2
Designer,Der Designer,Die Designer,Der,Designer,dizajner,0,moj,Moj dizajner,2
Surge,Der Schub,Die Schübe,Der,Schub,poticaj,0,moj,Moj poticaj,2
Heir,Der Erbe,Die Erben,Der,Erbe,nasljeđe,2,moje,Moje nasljeđe,2
Vault,Das Gewölbe,Die Gewölbe,Das,Gewölbe,trezor,0,moj,Moj trezor,2
Tunic,Die Tunika,Die Tuniken,Die,Tunika,tunika,1,moja,Moja tunika,2
Penis,Der Penis,Die Penisse,Der,Penis,penis,0,moj,Moj penis,2
Native,Der Eingeborene,Die Eingeborenen,Der,Eingeborene,rodni,0,moj,Moj rodni,2
Poker,Der Poker,Die Pokers,Der,Poker,poker,0,moj,Moj poker,2
Lime,Die Limette,Die Limetten,Die,Limette,limeta,1,moja,Moja limeta,2
Surveillance,Die Überwachung,(usually uncountable),Die,Überwachung,nadzor,0,moj,Moj nadzor,2
Assembly,Die Versammlung,Die Versammlungen,Die,Versammlung,skupština,1,moja,Moja skupština,2
Carrier,Der Träger,Die Träger,Der,Träger,nositelj,0,moj,Moj nositelj,2
Engagement,Das Engagement,Die Engagements,Das,Engagement,predanost,1,moja,Moja predanost,2
Kin,Die Verwandtschaft,(usually uncountable),Die,Verwandtschaft,rodbina,1,moja,Moja rodbina,2
Fit,Die Passform,Die Passformen,Die,Passform,fit,0,moj,Moj fit,2
Foam,Der Schaum,Die Schäume,Der,Schaum,pjena,1,moja,Moja pjena,2
Journalist,Der Journalist,Die Journalisten,Der,Journalist,novinar,0,moj,Moj novinar,2
Recording,Die Aufnahme,Die Aufnahmen,Die,Aufnahme,snimka,1,moja,Moja snimka,2
Cure,Die Heilung,Die Heilungen,Die,Heilung,iscjeljenje,2,moje,Moje iscjeljenje,2
Descent,Der Abstieg,Die Abstiege,Der,Abstieg,silazak,0,moj,Moj silazak,2
Ringing,Das Klingeln,(usually uncountable),Das,Klingeln,zvonjenje,2,moje,Moje zvonjenje,2
Scissors,Die Schere,Die Scheren,Die,Schere,škare,2,moje,Moje škare,2
Resort,Das Resort,Die Resorts,Das,Resort,odmaralište,2,moje,Moje odmaralište,2
Opponent,Der Gegner,Die Gegner,Der,Gegner,protivnik,0,moj,Moj protivnik,2
Wheat,Der Weizen,(usually uncountable),Der,Weizen,pšenica,1,moja,Moja pšenica,2
Hurricane,Der Hurrikan,Die Hurrikane,Der,Hurrikan,uragan,0,moj,Moj uragan,2
Playground,Der Spielplatz,Die Spielplätze,Der,Spielplatz,igralište,2,moje,Moje igralište,2
Mushroom,Der Pilz,Die Pilze,Der,Pilz,gljiva,1,moja,Moja gljiva,2
Keyboard,Die Tastatur,Die Tastaturen,Die,Tastatur,tipkovnica,1,moja,Moja tipkovnica,2
Cedar,Die Zeder,Die Zedern,Die,Zeder,cedar,0,moj,Moj cedar,2
Crest,Die Crest,Die Crests,Die,Crest,grb,0,moj,Moj grb,2
Jasmine,Die Jasmin,Die Jasmin,Die,Jasmin,jasmin,0,moj,Moj Jasmin,2
Armchair,Der Sessel,Die Sessel,Der,Sessel,fotelja,1,moja,Moja fotelja,2
Attraction,Die Attraktion,Die Attraktionen,Die,Attraktion,privlačnost,1,moja,Moja privlačnost,2
Blind,Die Jalousie,Die Jalousien,Die,Jalousie,slijepa,1,moja,Moja slijepa,2
Cylinder,Der Zylinder,Die Zylinder,Der,Zylinder,cilindar,0,moj,Moj cilindar,2
Swallow,Die Schwalbe,Die Schwalben,Die,Schwalbe,lasta,1,moja,Moja lasta,2
Wilderness,Die Wildnis,(usually uncountable),Die,Wildnis,divljina,1,moja,Moja divljina,2
Triangle,Das Dreieck,Die Dreiecke,Das,Dreieck,trokut,0,moj,Moj trokut,2
Stench,Der Gestank,(usually uncountable),Der,Gestank,smrad,0,moj,Moj smrad,2
Array,Das Array,Die Arrays,Das,Array,niz,0,moj,Moj niz,2
Valentine,Der Valentine,Die Valentines,Der,Valentine,valentinovo,2,moje,Moje Valentinovo,2
Retirement,Der Ruhestand,(usually uncountable),Der,Ruhestand,mirovina,1,moja,Moja mirovina,2
Ski,Der Ski,Die Skis,Der,Ski,skija,1,moja,Moja skija,2
Supervisor,Der Vorgesetzte,Die Vorgesetzten,Der,Vorgesetzte,nadređeni,0,moj,Moj nadređeni,2
Expanse,Die Weite,Die Weiten,Die,Weite,prostranost,1,moja,Moja prostranost,2
Moss,Der Moos,(usually uncountable),Der,Moos,mahovina,1,moja,Moja mahovina,2
Loyalty,Die Treue,(usually uncountable),Die,Treue,odanost,1,moja,Moja odanost,2
Lavender,Der Lavendel,(usually uncountable),Der,Lavendel,lavanda,1,moja,Moja lavanda,2
Pardon,Die Verzeihung,(usually uncountable),Die,Verzeihung,oprost,0,moj,Moj oprost,2
Ashtray,Der Aschenbecher,Die Aschenbecher,Der,Aschenbecher,pepeljara,1,moja,Moja pepeljara,2
Shard,Der Scherben,Die Scherben,Der,Scherben,krhotine,2,moje,Moje krhotine,2
Distraction,Die Ablenkung,Die Ablenkungen,Die,Ablenkung,distrakcija,1,moja,Moja distrakcija,2
Majesty,Die Majestät,(usually uncountable),Die,Majestät,veličanstvo,2,moje,Moje Veličanstvo,2
Pyramid,Die Pyramide,Die Pyramiden,Die,Pyramide,piramida,1,moja,Moja piramida,2
Distress,Die Not,(usually uncountable),Die,Not,nevolja,1,moja,Moja nevolja,2
Independence,Die Unabhängigkeit,(usually uncountable),Die,Unabhängigkeit,neovisnost,1,moja,Moja neovisnost,2
Crush,Der Schwarm,Die Schwärme,Der,Schwarm,simpatija,1,moja,Moja simpatija,2
Gust,Die Böe,Die Böen,Die,Böe,nalet,0,moj,Moj nalet,2
Russian,Der Russe,Die Russen,Der,Russe,ruski,0,moj,Moj ruski,2
Salary,Das Gehalt,Die Gehälter,Das,Gehalt,plaća,1,moja,Moja plaća,2
Scope,Der Umfang,Die Umfänge,Der,Umfang,opseg,0,moj,Moj opseg,2
Rebel,Der Rebell,Die Rebellen,Der,Rebell,buntovnik,0,moj,Moj buntovnik,2
Thug,Der Schläger,Die Schläger,Der,Schläger,reket,0,moj,Moj reket,2
Socket,Die Steckdose,Die Steckdosen,Die,Steckdose,utičnica,1,moja,Moja utičnica,2
Refugee,Der Flüchtling,Die Flüchtlinge,Der,Flüchtling,izbjeglica,1,moja,Moja izbjeglica,2
Phase,Die Phase,Die Phasen,Die,Phase,faza,1,moja,Moja faza,2
Pumpkin,Der Kürbis,Die Kürbisse,Der,Kürbis,bundeva,1,moja,Moja bundeva,2
Thorn,Der Dorn,Die Dornen,Der,Dorn,trn,0,moj,Moj trn,2
Hide,Das Versteck,Die Verstecke,Das,Versteck,skrovište,2,moje,Moje skrovište,2
Sausage,Die Wurst,Die Würste,Die,Wurst,kobasica,1,moja,Moja kobasica,2
Dig,Der Lupfer,Die Lupfen,Der,Lupfer,lupfer,0,moj,Moj Lupfer,2
Tan,Die Bräune,Die Bräunen,Die,Bräune,preplanulost,1,moja,Moja preplanulost,2
Loan,Das Darlehen,Die Darlehen,Das,Darlehen,zajam,0,moj,Moj zajam,2
Spike,Der Stachel,Die Stacheln,Der,Stachel,stinger,0,moj,Moj Stinger,2
Crumb,Die Krume,Die Krumen,Die,Krume,mrvica,1,moja,Moja mrvica,2
Wax,Das Wachs,(usually uncountable),Das,Wachs,vosak,0,moj,Moj vosak,2
Growl,Das Knurren,Die Knurren,Das,Knurren,režanje,2,moje,Moje režanje,2
Rental,Die Vermietung,Die Vermietungen,Die,Vermietung,najam,0,moj,Moj najam,2
Flora,Die Flora,(usually uncountable),Die,Flora,flora,1,moja,Moja flora,2
Festival,Das Festival,Die Festivals,Das,Festival,festival,0,moj,Moj festival,2
Critic,Der Kritiker,Die Kritiker,Der,Kritiker,kritičar,0,moj,Moj kritičar,2
Cast,Der Guss,Die Güsse,Der,Guss,casting,0,moj,Moj casting,2
Commission,Die Kommission,Die Kommissionen,Die,Kommission,provizija,1,moja,Moja provizija,2
Flicker,Das Flackern,Die Flackern,Das,Flackern,treperenje,2,moje,Moje treperenje,2
Economy,Die Wirtschaft,Die Wirtschaften,Die,Wirtschaft,ekonomija,1,moja,Moja ekonomija,2
Radiation,Die Strahlung,Die Strahlungen,Die,Strahlung,zračenje,2,moje,Moje zračenje,2
Bodyguard,Der Leibwächter,Die Leibwächter,Der,Leibwächter,tjelohranitelj,0,moj,Moj tjelohranitelj,2
Realization,Die Erkenntnis,Die Erkenntnisse,Die,Erkenntnis,uvid,0,moj,Moj uvid,2
Crater,Der Krater,Die Krater,Der,Krater,krater,0,moj,Moj krater,2
Congress,Der Kongress,Die Kongresse,Der,Kongress,kongres,0,moj,Moj Kongres,2
Fry,Das Braten,Die Braten,Das,Braten,pečenje,2,moje,Moje pečenje,2
Shiver,Das Zittern,Die Zittern,Das,Zittern,drhtanje,2,moje,Moje drhtanje,2
Loser,Der Verlierer,Die Verlierer,Der,Verlierer,gubitnik,0,moj,Moj gubitnik,2
Wink,Das Zwinkern,Die Zwinkern,Das,Zwinkern,mig,0,moj,Moj mig,2
Pebble,Der Kieselstein,Die Kieselsteine,Der,Kieselstein,kamenčić,0,moj,Moj kamenčić,2
Workshop,Das Seminar,Die Seminare,Das,Seminar,seminar,0,moj,Moj seminar,2
Exhaustion,Die Erschöpfung,(usually uncountable),Die,Erschöpfung,iscrpljenost,1,moja,Moja iscrpljenost,2
Double,Das Doppel,Die Dopple,Das,Doppel,dvojnik,0,moj,Moj dvojnik,2
Comb,Der Kamm,Die Kämme,Der,Kamm,češalj,0,moj,Moj češalj,2
Interval,Das Intervall,Die Intervalle,Das,Intervall,interval,0,moj,Moj interval,2
Splash,Das Spritzen,Die Spritzen,Das,Spritzen,squirting,2,moje,Moje squirting,2
Convention,Die Konvention,Die Konventionen,Die,Konvention,konvencija,1,moja,Moja konvencija,2
Pose,Die Pose,Die Posen,Die,Pose,poza,1,moja,Moja poza,2
Cradle,Die Wiege,Die Wiegen,Die,Wiege,kolijevka,1,moja,Moja kolijevka,2
Ram,Der Ram,Die Rams,Der,Ram,ram,0,moj,Moj Ram,2
Gentry,Das Adel,(usually uncountable),Das,Adel,plemstvo,2,moje,Moje plemstvo,2
Seam,Die Naht,Die Nähte,Die,Naht,šav,0,moj,Moj šav,2
Punk,Der Punk,Die Punks,Der,Punk,panker,0,moj,Moj panker,2
Remnant,Der Überrest,Die Überreste,Der,Überrest,ostatak,0,moj,Moj Ostatak,2
Bluff,Der Bluff,Die Bluffs,Der,Bluff,blef,0,moj,Moj blef,2
Dune,Die Düne,Die Dünen,Die,Düne,dina,1,moja,Moja dina,2
Dentist,Der Zahnarzt,Die Zahnärzte,Der,Zahnarzt,stomatolog,0,moj,Moj stomatolog,2
Satin,Der Satin,(usually uncountable),Der,Satin,saten,0,moj,Moj saten,2
Spread,Die Verbreitung,Die Verbreitungen,Die,Verbreitung,namaz,0,moj,Moj namaz,2
Hiss,Das Fauchen,Die Fauchen,Das,Fauchen,šištanje,2,moje,Moje šištanje,2
Flour,Das Mehl,(usually uncountable),Das,Mehl,brašno,2,moje,Moje brašno,2
Freak,Der Freak,Die Freaks,Der,Freak,nakaza,1,moja,Moja nakaza,2
Haircut,Der Haarschnitt,Die Haarschnitte,Der,Haarschnitt,frizura,1,moja,Moja frizura,2
Sweet,Die Süße,(usually uncountable),Die,Süße,slatkoća,1,moja,Moja slatkoća,2
Orphan,Das Waisenkind,Die Waisenkinder,Das,Waisenkind,siroče,2,moje,Moje siroče,2
Chess,Das Schach,(usually uncountable),Das,Schach,šah,0,moj,Moj šah,2
Petal,Das Blütenblatt,Die Blütenblätter,Das,Blütenblatt,latica,1,moja,Moja latica,2
Paperwork,Die Papierarbeit,(usually uncountable),Die,Papierarbeit,papirologija,1,moja,Moja papirologija,2
Psychiatrist,Der Psychiater,Die Psychiater,Der,Psychiater,psihijatar,0,moj,Moj psihijatar,2
Singing,Das Singen,(usually uncountable),Das,Singen,pjevanje,2,moje,Moje pjevanje,2
Interrupt,Die Unterbrechung,Die Unterbrechungen,Die,Unterbrechung,prekid,0,moj,Moj prekid,2
Admiration,Die Bewunderung,(usually uncountable),Die,Bewunderung,divljenje,2,moje,Moje divljenje,2
Illustration,Die Illustration,Die Illustrationen,Die,Illustration,ilustracija,1,moja,Moja ilustracija,2
Stew,Der Eintopf,Die Eintöpfe,Der,Eintopf,gulaš,0,moj,Moj gulaš,2
Investigator,Der Ermittler,Die Ermittler,Der,Ermittler,istražitelj,0,moj,Moj istražitelj,2
Suburb,Der Vorort,Die Vororte,Der,Vorort,predgrađe,2,moje,Moje predgrađe,2
Holster,Der Holster,Die Holster,Der,Holster,futrola,1,moja,Moja futrola,2
Factor,Der Faktor,Die Faktoren,Der,Faktor,faktor,0,moj,Moj faktor,2
Intimacy,Die Intimität,(usually uncountable),Die,Intimität,intimnost,1,moja,Moja intimnost,2
Saving,Die Ersparnisse,(usually uncountable),Die,Ersparnisse,ušteđevina,1,moja,Moja ušteđevina,2
Software,Die Software,(usually uncountable),Die,Software,softver,0,moj,Moj softver,2
Birch,Die Birke,Die Birken,Die,Birke,breza,1,moja,Moja breza,2
Transport,Der Transport,Die Transporte,Der,Transport,prijevoz,0,moj,Moj prijevoz,2
Definition,Die Definition,Die Definitionen,Die,Definition,definicija,1,moja,Moja definicija,2
Plum,Die Pflaume,Die Pflaumen,Die,Pflaume,šljiva,1,moja,Moja šljiva,2
Delay,Die Verzögerung,Die Verzögerungen,Die,Verzögerung,kašnjenje,2,moje,Moje kašnjenje,2
Inspection,Die Inspektion,Die Inspektionen,Die,Inspektion,inspekcija,1,moja,Moja inspekcija,2
Essence,Die Essenz,Die Essenzen,Die,Essenz,bit,1,moja,Moja bit,2
Cannon,Die Kanone,Die Kanonen,Die,Kanone,top,0,moj,Moj top,2
Stereo,Das Stereo,Die Stereos,Das,Stereo,stereo,0,moj,Moj stereo,2
Praise,Das Lob,(usually uncountable),Das,Lob,pohvala,1,moja,Moja pohvala,2
Penguin,Der Pinguin,Die Pinguine,Der,Pinguin,pingvin,0,moj,Moj pingvin,2
Torture,Die Folter,Die Folterungen,Die,Folter,mučenje,2,moje,Moje mučenje,2
Stamp,Die Briefmarke,Die Briefmarken,Die,Briefmarke,pečat,0,moj,Moj pečat,2
Particle,Das Teilchen,Die Teilchen,Das,Teilchen,čestica,1,moja,Moja čestica,2
Translator,Der Übersetzer,Die Übersetzer,Der,Übersetzer,prevoditelj,0,moj,Moj prevoditelj,2
Easter,Das Ostern,(usually uncountable),Das,Ostern,uskrs,0,moj,Moj Uskrs,2
Freeze,Das Einfrieren,Die Einfrierungen,Das,Einfrieren,smrzavanje,2,moje,Moje smrzavanje,2
Panties,Der Slip,Die Slips,Der,Slip,gaćice,2,moje,Moje gaćice,2
Spit,Das Spucken,Die Spucken,Das,Spucken,pljuvačka,1,moja,Moja pljuvačka,2
Grill,Der Grill,Die Grills,Der,Grill,roštilj,0,moj,Moj roštilj,2
Nickname,Der Spitzname,Die Spitznamen,Der,Spitzname,nadimak,0,moj,Moj nadimak,2
Revolver,Der Revolver,Die Revolver,Der,Revolver,revolver,0,moj,Moj revolver,2
Pike,Der Hecht,Die Hechte,Der,Hecht,štuka,1,moja,Moja štuka,2
Terrorist,Der Terrorist,Die Terroristen,Der,Terrorist,terorist,0,moj,Moj terorist,2
Beak,Der Schnabel,Die Schnäbel,Der,Schnabel,kljun,0,moj,Moj kljun,2
Institution,Die Institution,Die Institutionen,Die,Institution,ustanova,1,moja,Moja ustanova,2
Comparison,Der Vergleich,Die Vergleiche,Der,Vergleich,usporedba,1,moja,Moja usporedba,2
Maker,Der Hersteller,Die Hersteller,Der,Hersteller,proizvođač,0,moj,Moj proizvođač,2
Wardrobe,Der Kleiderschrank,Die Kleiderschränke,Der,Kleiderschrank,garderoba,1,moja,Moja garderoba,2
Sole,Die Sohle,Die Sohlen,Die,Sohle,đon,0,moj,Moj đon,2
Ego,Das Ego,Die Egos,Das,Ego,ego,0,moj,Moj ego,2
Antenna,Die Antenne,Die Antennen,Die,Antenne,antena,1,moja,Moja antena,2
Cricket,Die Grille,Die Grillen,Die,Grille,kriket,0,moj,Moj kriket,2
Troll,Der Troll,Die Trolle,Der,Troll,trol,0,moj,Moj trol,2
Bookstore,Die Buchhandlung,Die Buchhandlungen,Die,Buchhandlung,knjižara,1,moja,Moja knjižara,2
Objection,Der Einwand,Die Einwände,Der,Einwand,prigovor,0,moj,Moj prigovor,2
Holder,Der Halter,Die Halter,Der,Halter,držač,0,moj,Moj držač,2
Ignorance,Die Unwissenheit,(usually uncountable),Die,Unwissenheit,neznanje,2,moje,Moje neznanje,2
Corps,Das Corps,Die Cores,Das,Corps,korpus,0,moj,Moj korpus,2
Loaf,Das Laib,Die Laibe,Das,Laib,štruca,1,moja,Moja štruca,2
Extension,Die Erweiterung,Die Erweiterungen,Die,Erweiterung,proširenje,2,moje,Moje proširenje,2
Chemical,Die Chemikalie,Die Chemikalien,Die,Chemikalie,kemikalija,1,moja,Moja kemikalija,2
Villager,Der Dorfbewohner,Die Dorfbewohner,Der,Dorfbewohner,seljanin,0,moj,Moj seljanin,2
Perfection,Die Perfektion,(usually uncountable),Die,Perfektion,savršenstvo,2,moje,Moje savršenstvo,2
Pope,Der Papst,Die Päpste,Der,Papst,papa,0,moj,Moj Papa,2
Semester,Das Semester,Die Semester,Das,Semester,semestar,0,moj,Moj semestar,2
Liver,Die Leber,Die Lebern,Die,Leber,jetra,1,moja,Moja jetra,2
Saucer,Die Untertasse,Die Untertassen,Die,Untertasse,tanjurić,0,moj,Moj tanjurić,2
Urgency,Die Dringlichkeit,Die Dringlichkeiten,Die,Dringlichkeit,hitnost,1,moja,Moja hitnost,2
Volcano,Der Vulkan,Die Vulkane,Der,Vulkan,vulkan,0,moj,Moj vulkan,2
Spice,Das Gewürz,Die Gewürze,Das,Gewürz,začin,0,moj,Moj začin,2
Hostage,Die Geisel,Die Geiseln,Die,Geisel,talac,0,moj,Moj talac,2
Dough,Der Teig,Die Teige,Der,Teig,tijesto,2,moje,Moje tijesto,2
Courthouse,Das Gerichtsgebäude,Die Gerichtsgebäude,Das,Gerichtsgebäude,sudnica,1,moja,Moja sudnica,2
Salmon,Der Lachs,Die Lachse,Der,Lachs,losos,0,moj,Moj losos,2
Boxer,Der Boxer,Die Boxer,Der,Boxer,boksač,0,moj,Moj boksač,2
Mechanism,Der Mechanismus,Die Mechanismen,Der,Mechanismus,mehanizam,0,moj,Moj mehanizam,2
Telescope,Das Teleskop,Die Teleskope,Das,Teleskop,teleskop,0,moj,Moj teleskop,2
Ferry,Die Fähre,Die Fähren,Die,Fähre,trajekt,0,moj,Moj trajekt,2
PasserBy,Der Passant,Die Passanten,Der,Passant,prolaznik,0,moj,Moj prolaznik,2
Irritation,Die Irritation,Die Irritationen,Die,Irritation,iritacija,1,moja,Moja iritacija,2
Coward,Der Feigling,Die Feiglinge,Der,Feigling,kukavica,1,moja,Moja kukavica,2
Howl,Das Heulen,Die Heulungen,Das,Heulen,zavijanje,2,moje,Moje zavijanje,2
Hue,Der Farbton,Die Farbtöne,Der,Farbton,nijansa,1,moja,Moja nijansa,2
Discomfort,Die Unannehmlichkeit,Die Unannehmlichkeiten,Die,Unannehmlichkeit,neugodnost,1,moja,Moja neugodnost,2
Vent,Die Belüftung,Die Belüftungen,Die,Belüftung,ventilacija,1,moja,Moja ventilacija,2
Canoe,Das Kanu,Die Kanus,Das,Kanu,kanu,0,moj,Moj kanu,2
Recipe,Das Rezept,Die Rezepte,Das,Rezept,recept,0,moj,Moj recept,2
Hamburger,Der Hamburger,Die Hamburger,Der,Hamburger,hamburger,0,moj,Moj hamburger,2
Eave,Der Trauf,Die Traube,Der,Trauf,strehe,2,moje,Moje strehe,2
Barber,Der Friseur,Die Friseure,Der,Friseur,frizer,0,moj,Moj frizer,2
Passing,Das Vorbeigehen,Die Vorbeigehen,Das,Vorbeigehen,prolazak,0,moj,Moj prolazak,2
Betrayal,Der Verrat,Die Verrat,Der,Verrat,izdaja,1,moja,Moja izdaja,2
Tentacle,Das Tentakel,Die Tentakel,Das,Tentakel,pipak,0,moj,Moj pipak,2
Surf,Die Brandung,(usually uncountable),Die,Brandung,surfanje,2,moje,Moje surfanje,2
Plaid,Der Schottenkaro,Die Schottenkaros,Der,Schottenkaro,tartan,0,moj,Moj tartan,2
Limp,Das Hinken,Die Hinken,Das,Hinken,šepanje,2,moje,Moje šepanje,2
Administration,Die Verwaltung,Die Verwaltungen,Die,Verwaltung,administracija,1,moja,Moja administracija,2
Convenience,Die Bequemlichkeit,Die Bequemlichkeiten,Die,Bequemlichkeit,pogodnost,1,moja,Moja pogodnost,2
Diaper,Die Windel,Die Windeln,Die,Windel,pelena,1,moja,Moja pelena,2
Mole,Der Maulwurf,Die Maulwürfe,Der,Maulwurf,krtica,1,moja,Moja krtica,2
Cleaner,Der Reiniger,Die Reiniger,Der,Reiniger,čistač,0,moj,Moj čistač,2
Swell,Das Anschwellen,Die Anschwellen,Das,Anschwellen,oteklina,1,moja,Moja oteklina,2
Scan,Die Scan,Die Scans,Die,Scan,skeniranje,2,moje,Moje skeniranje,2
Clarity,Die Klarheit,(usually uncountable),Die,Klarheit,jasnoća,1,moja,Moja jasnoća,2
Producer,Der Produzent,Die Produzenten,Der,Produzent,producent,0,moj,Moj producent,2
Flying,Das Fliegen,(usually uncountable),Das,Fliegen,letenje,2,moje,Moje letenje,2
Prairie,Die Prärie,Die Prärien,Die,Prärie,prerija,1,moja,Moja prerija,2
Alternative,Die Alternative,Die Alternativen,Die,Alternative,alternativa,1,moja,Moja alternativa,2
Vanity,Die Eitelkeit,Die Eitelkeiten,Die,Eitelkeit,taština,1,moja,Moja taština,2
Dam,Der Damm,Die Dämme,Der,Damm,brana,1,moja,Moja brana,2
Abuse,Der Missbrauch,Die Missbräuche,Der,Missbrauch,zlostavljanje,2,moje,Moje zlostavljanje,2
Olive,Die Olive,Die Oliven,Die,Olive,maslina,1,moja,Moja maslina,2
Miner,Der Bergarbeiter,Die Bergarbeiter,Der,Bergarbeiter,rudar,0,moj,Moj rudar,2
Reserve,Der Reservat,Die Reservate,Der,Reservat,rezerva,1,moja,Moja rezerva,2
Intercom,Das Gegensprechanlage,Die Gegensprechanlagen,Das,Gegensprechanlage,portafon,0,moj,Moj portafon,2
Rumble,Das Grollen,Die Grollen,Das,Grollen,tutnjava,1,moja,Moja tutnjava,2
Announcer,Der Ansager,Die Ansager,Der,Ansager,spiker,0,moj,Moj spiker,2
Axe,Die Axt,Die Äxte,Die,Axt,sjekira,1,moja,Moja sjekira,2
Transmission,Die Übertragung,Die Übertragungen,Die,Übertragung,prijenos,0,moj,Moj prijenos,2
Aroma,Das Aroma,Die Aromen,Das,Aroma,aroma,1,moja,Moja aroma,2
Dialogue,Der Dialog,Die Dialoge,Der,Dialog,dijalog,0,moj,Moj dijalog,2
Roller,Der Roller,Die Roller,Der,Roller,skuter,0,moj,Moj skuter,2
Terrain,Das Gelände,Die Gelände,Das,Gelände,teren,0,moj,Moj teren,2
Hardware,Die Hardware,(usually uncountable),Die,Hardware,hardver,0,moj,Moj hardver,2
Generator,Der Generator,Die Generatoren,Der,Generator,generator,0,moj,Moj generator,2
Luxury,Der Luxus,Die Luxus,Der,Luxus,luksuz,0,moj,Moj luksuz,2
Goblin,Der Kobold,Die Kobolde,Der,Kobold,goblin,0,moj,Moj goblin,2
Defeat,Die Niederlage,Die Niederlagen,Die,Niederlage,poraz,0,moj,Moj poraz,2
Admission,Die Zulassung,Die Zulassungen,Die,Zulassung,priznanje,2,moje,Moje priznanje,2
Obsession,Die Besessenheit,Die Besessenheiten,Die,Besessenheit,opsesija,1,moja,Moja opsesija,2
Saw,Die Säge,Die Sägen,Die,Säge,pila,1,moja,Moja pila,2
Til,Der Til,Die Tils,Der,Til,til,0,moj,Moj Til,2
